Region,Year,StatisticalArea,Section,LocationCode,LocationName,SpawnNumber,StartDate,EndDate,Longitude,Latitude,Length,Width,Method,Surface,Macrocystis,Understory
PRD,1957,04,042,260,Big Bay,1,1957-04-02,NA,-130.390703,54.456573,3534,27,Surface,5356.196008992721,NA,NA
PRD,1957,04,042,260,Big Bay,2,1957-04-08,NA,-130.390703,54.456573,731,27,Surface,1107.91717107348,NA,NA
PRD,1957,04,042,262,Burnt Cliff Is,1,1957-04-02,NA,-130.463333,54.495,3534,27,Surface,4426.738466255748,NA,NA
PRD,1957,04,042,263,Tree Bluff,1,1957-04-08,NA,-130.488889,54.429167,731,27,Surface,1381.637883926928,NA,NA
PRD,1957,04,042,266,Pearl Hrbr,1,1957-04-02,NA,-130.444444,54.506667,3534,27,Surface,1685.626391065356,NA,NA
PRD,1957,04,042,274,Prince Rupert Hrbr,1,1957-04-09,NA,-130.315164,54.322563,320,9,Surface,209.69028618048,NA,NA
PRD,1957,04,042,274,Prince Rupert Hrbr,2,1957-04-26,NA,-130.315164,54.322563,274,18,Surface,179.547307542036,NA,NA
PRD,1957,04,042,276,Duncan Bay,1,1957-04-09,NA,-130.465994,54.354296,320,9,Surface,452.18925659328005,NA,NA
PRD,1957,04,042,277,Metlakatla Village,1,1957-04-09,NA,-130.443871,54.336751,320,9,Surface,184.01392460736002,NA,NA
PRD,1957,04,042,280,Ryan Pt,1,1957-04-08,NA,-130.487473,54.363454,731,27,Surface,1032.969833030274,NA,NA
PRD,1957,05,051,314,Hevenor Inlt,1,1957-05-23,NA,-129.988056,53.641111,4753,9,Surface,2554.1462529367464,NA,NA
PRD,1957,05,051,314,Hevenor Inlt,2,1957-05-23,NA,-129.988056,53.641111,731,9,Surface,695.5311704957861,NA,NA
PRD,1957,05,052,339,Gasboat Pass,1,1957-04-10,NA,-130.373056,53.823056,457,9,Surface,161.75971070918996,NA,NA
PRD,1957,05,052,339,Gasboat Pass,2,1957-04-10,NA,-130.373056,53.823056,731,9,Surface,458.1343039193801,NA,NA
PRD,1957,05,052,341,Kitkatla Inlt,1,1957-04-10,NA,-130.57093,53.88008,183,7,Surface,38.74788675264001,NA,NA
PRD,1957,05,052,341,Kitkatla Inlt,2,1957-04-10,NA,-130.57093,53.88008,731,7,Surface,334.01594372459397,NA,NA
PRD,1957,05,052,341,Kitkatla Inlt,3,1957-04-07,NA,-130.57093,53.88008,1828,9,Surface,835.2683243892718,NA,NA
PRD,1957,05,052,354,Gurd Is,1,1957-04-07,NA,-130.622778,53.8975,3656,11,Surface,1129.3768893150718,NA,NA
PRD,1957,05,052,354,Gurd Is,2,1957-04-04,NA,-130.622778,53.8975,46,9,Surface,6.584725155839998,NA,NA
PRD,1957,05,053,312,Markle Inlt,1,1957-04-22,NA,-129.948889,53.593333,274,9,Surface,35.905514031836006,NA,NA
PRD,1957,05,053,312,Markle Inlt,2,1957-04-22,NA,-129.948889,53.593333,1371,9,Surface,101.46745489940099,NA,NA
PRD,1957,05,053,312,Markle Inlt,3,1957-04-22,NA,-129.948889,53.593333,183,9,Surface,6.27606616416,NA,NA
PRD,1957,05,053,322,Wilson Inlt,1,1957-04-05,NA,-129.896198,53.576659,18,9,Surface,0.61731798336,NA,NA
PRD,1957,05,053,322,Wilson Inlt,2,1957-04-22,NA,-129.896198,53.576659,1371,9,Surface,101.46745489940099,NA,NA
PRD,1957,05,053,322,Wilson Inlt,3,1957-04-22,NA,-129.896198,53.576659,183,9,Surface,6.27606616416,NA,NA
PRD,1957,05,053,322,Wilson Inlt,4,1957-04-22,NA,-129.896198,53.576659,274,9,Surface,35.905514031836006,NA,NA
PRD,1958,03,032,267,Tsimpsean Pen,1,1958-03-26,NA,-130.24498,54.469826,6398,46,Surface,4884.631252926377,NA,NA
PRD,1958,03,032,267,Tsimpsean Pen,2,1958-03-26,NA,-130.24498,54.469826,1828,9,Surface,788.2109540011438,NA,NA
PRD,1958,03,033,211,Stumaun Bay,1,1958-03-21,NA,-130.39,54.561944,457,9,Surface,116.17288314569099,NA,NA
PRD,1958,03,033,211,Stumaun Bay,2,1958-03-21,NA,-130.39,54.561944,914,3,Surface,107.66681716544001,NA,NA
PRD,1958,03,033,211,Stumaun Bay,3,1958-03-21,NA,-130.39,54.561944,1371,3,Surface,71.501990886249,NA,NA
PRD,1958,04,042,260,Big Bay,1,1958-03-25,NA,-130.390703,54.456573,914,7,Surface,463.37617514240003,NA,NA
PRD,1958,04,042,260,Big Bay,2,1958-03-25,NA,-130.390703,54.456573,914,18,Surface,1770.5486417856803,NA,NA
PRD,1958,04,042,260,Big Bay,3,1958-03-25,NA,-130.390703,54.456573,457,9,Surface,499.98456037385995,NA,NA
PRD,1958,05,052,341,Kitkatla Inlt,1,1958-04-02,NA,-130.57093,53.88008,1417,21,Surface,300.03145097536003,NA,NA
PRD,1958,05,052,341,Kitkatla Inlt,2,1958-04-02,NA,-130.57093,53.88008,1417,18,Surface,300.03145097536003,NA,NA
PRD,1958,05,052,341,Kitkatla Inlt,3,1958-04-02,NA,-130.57093,53.88008,1988,16,Surface,420.93332712703995,NA,NA
PRD,1958,05,053,322,Wilson Inlt,1,1958-04-06,NA,-129.896198,53.576659,3708,14,Surface,127.16750457215997,NA,NA
PRD,1958,05,053,322,Wilson Inlt,2,1958-04-10,NA,-129.896198,53.576659,914,14,Surface,31.346035377280007,NA,NA
PRD,1959,03,033,211,Stumaun Bay,1,1959-03-28,NA,-130.39,54.561944,914,6,Surface,107.66681716544001,NA,NA
PRD,1959,04,042,260,Big Bay,1,1959-04-01,NA,-130.390703,54.456573,5484,37,Surface,5999.8147244863185,NA,NA
PRD,1959,04,042,260,Big Bay,2,1959-04-01,NA,-130.390703,54.456573,3656,18,Surface,1853.5047005696001,NA,NA
PRD,1959,04,042,260,Big Bay,3,1959-04-01,NA,-130.390703,54.456573,5484,91,Surface,10623.291850714082,NA,NA
PRD,1959,04,042,263,Tree Bluff,1,1959-04-01,NA,-130.488889,54.429167,8226,46,Surface,19871.804756041634,NA,NA
PRD,1959,05,052,338,Freeman Pass,1,1959-04-23,NA,-130.639904,53.825634,640,18,Surface,66.80155955200001,NA,NA
PRD,1959,05,052,344,Porcher Pen,1,1959-04-23,NA,-130.704722,53.891389,457,14,Surface,86.07719537983999,NA,NA
PRD,1959,05,052,349,Ness Is,1,1959-04-11,NA,-130.561,53.869567,2413,18,Surface,931.7513792113199,NA,NA
PRD,1959,05,052,350,Absalom Is,1,1959-04-23,NA,-130.602222,53.849722,366,9,Surface,53.48299861632001,NA,NA
PRD,1959,05,052,354,Gurd Is,1,1959-04-10,NA,-130.622778,53.8975,4424,23,Surface,1366.6201745978876,NA,NA
PRD,1960,03,033,211,Stumaun Bay,1,1960-03-19,NA,-130.39,54.561944,823,18,Surface,209.21287271094897,NA,NA
PRD,1960,03,033,211,Stumaun Bay,2,1960-04-09,NA,-130.39,54.561944,3199,23,Surface,1126.554821722302,NA,NA
PRD,1960,03,033,213,Cunningham Pass,1,1960-04-21,NA,-130.454444,54.549444,91,9,Surface,8.41282140608,NA,NA
PRD,1960,03,033,213,Cunningham Pass,2,1960-04-21,NA,-130.454444,54.549444,274,18,Surface,54.664292133035985,NA,NA
PRD,1960,04,042,263,Tree Bluff,1,1960-04-05,NA,-130.488889,54.429167,3199,37,Surface,4364.571103498872,NA,NA
PRD,1960,04,042,263,Tree Bluff,2,1960-04-01,NA,-130.488889,54.429167,366,18,Surface,499.353868046448,NA,NA
PRD,1960,04,042,266,Pearl Hrbr,1,1960-04-01,NA,-130.444444,54.506667,1554,27,Surface,947.3654494106042,NA,NA
PRD,1960,04,042,277,Metlakatla Village,1,1960-04-26,NA,-130.443871,54.336751,731,27,Surface,140.60982732576,NA,NA
PRD,1960,04,042,279,Tugwell Is,1,1960-04-05,NA,-130.506389,54.329444,366,18,Surface,373.33767964793395,NA,NA
PRD,1960,04,042,279,Tugwell Is,2,1960-04-01,NA,-130.506389,54.329444,731,320,Surface,1320.2597667494863,NA,NA
PRD,1960,04,042,280,Ryan Pt,1,1960-04-06,NA,-130.487473,54.363454,914,46,Surface,1650.7762336648843,NA,NA
PRD,1960,04,042,282,Digby Is,1,1960-04-05,NA,-130.417222,54.2875,731,27,Surface,612.2340243286261,NA,NA
PRD,1960,04,043,291,Island Pt,1,1960-04-22,NA,-130.435152,54.097658,1371,18,Surface,348.518649437073,NA,NA
PRD,1960,05,052,341,Kitkatla Inlt,1,1960-04-06,NA,-130.57093,53.88008,777,9,Surface,355.034730880998,NA,NA
PRD,1960,05,052,341,Kitkatla Inlt,2,1960-04-01,NA,-130.57093,53.88008,4890,9,Surface,1035.3943509312,NA,NA
PRD,1960,05,052,341,Kitkatla Inlt,3,1960-04-01,NA,-130.57093,53.88008,3217,14,Surface,681.1582059193601,NA,NA
PRD,1960,05,052,348,Clamshell Is,1,1960-04-02,NA,-130.678889,53.908333,1417,23,Surface,392.1297367504139,NA,NA
PRD,1960,05,052,354,Gurd Is,1,1960-04-04,NA,-130.622778,53.8975,5850,23,Surface,1807.1265871151995,NA,NA
PRD,1960,05,052,354,Gurd Is,2,1960-04-05,NA,-130.622778,53.8975,731,9,Surface,225.81359575747197,NA,NA
PRD,1960,05,052,356,Wilcox Grp,1,1960-04-02,NA,-130.661111,53.920278,1417,23,Surface,392.1297367504139,NA,NA
PRD,1961,03,033,211,Stumaun Bay,1,1961-04-03,NA,-130.39,54.561944,183,91,Surface,21.55692291168,NA,NA
PRD,1961,03,033,211,Stumaun Bay,2,1961-04-03,NA,-130.39,54.561944,914,11,Surface,107.66681716544001,NA,NA
PRD,1961,03,033,213,Cunningham Pass,1,1961-03-30,NA,-130.454444,54.549444,2600,14,Surface,518.7122611164,NA,NA
PRD,1961,03,033,213,Cunningham Pass,2,1961-04-04,NA,-130.454444,54.549444,366,18,Surface,73.018725987924,NA,NA
PRD,1961,03,033,213,Cunningham Pass,3,1961-04-01,NA,-130.454444,54.549444,1398,9,Surface,129.24312445824,NA,NA
PRD,1961,03,033,215,Finlayson Is E,1,1961-04-01,NA,-130.456226,54.540973,1837,14,Surface,194.48051356448,NA,NA
PRD,1961,03,033,2033,Unknown Sec 033,1,1961-04-01,NA,NA,NA,160,14,Surface,38.09896508447999,NA,NA
PRD,1961,04,042,260,Big Bay,1,1961-03-24,NA,-130.390703,54.456573,1609,274,Surface,1288.0030225518396,NA,NA
PRD,1961,04,042,263,Tree Bluff,1,1961-03-24,NA,-130.488889,54.429167,1206,183,Surface,762.4682291865599,NA,NA
PRD,1961,04,042,265,Belletti Pt,1,1961-03-29,NA,-130.445833,54.492778,4780,137,Surface,2002.8240794432002,NA,NA
PRD,1961,04,042,266,Pearl Hrbr,1,1961-03-24,NA,-130.444444,54.506667,2555,18,Surface,407.64607942239996,NA,NA
PRD,1961,04,042,266,Pearl Hrbr,2,1961-03-24,NA,-130.444444,54.506667,804,18,Surface,128.27688761472,NA,NA
PRD,1961,04,043,287,Hunt Inlt,1,1961-04-30,NA,-130.442778,54.067778,183,18,Surface,32.976198833256,NA,NA
PRD,1961,05,052,341,Kitkatla Inlt,1,1961-04-19,NA,-130.57093,53.88008,161,37,Surface,34.08967085888,NA,NA
PRD,1961,05,052,341,Kitkatla Inlt,2,1961-04-19,NA,-130.57093,53.88008,155,14,Surface,32.8192483424,NA,NA
PRD,1961,05,052,341,Kitkatla Inlt,3,1961-04-10,NA,-130.57093,53.88008,1930,27,Surface,881.8752002578199,NA,NA
PRD,1961,05,052,341,Kitkatla Inlt,4,1961-04-10,NA,-130.57093,53.88008,965,55,Surface,780.7255772425401,NA,NA
PRD,1961,05,052,341,Kitkatla Inlt,5,1961-04-18,NA,-130.57093,53.88008,161,37,Surface,34.08967085888,NA,NA
PRD,1961,05,052,344,Porcher Pen,1,1961-04-17,NA,-130.704722,53.891389,914,183,Surface,109.02968826880002,NA,NA
PRD,1961,05,052,345,Serpentine Inlt,1,1961-04-17,NA,-130.682811,53.942945,329,37,Surface,449.87295905328006,NA,NA
PRD,1961,05,052,345,Serpentine Inlt,2,1961-04-17,NA,-130.682811,53.942945,137,55,Surface,187.33311668784003,NA,NA
PRD,1961,05,052,348,Clamshell Is,1,1961-04-18,NA,-130.678889,53.908333,73,9,Surface,9.361164974720001,NA,NA
PRD,1961,05,052,354,Gurd Is,1,1961-04-12,NA,-130.622778,53.8975,804,23,Surface,248.36406428044796,NA,NA
PRD,1961,05,052,354,Gurd Is,2,1961-04-09,NA,-130.622778,53.8975,3217,23,Surface,2588.2807570582086,NA,NA
PRD,1961,05,052,354,Gurd Is,3,1961-04-18,NA,-130.622778,53.8975,585,18,Surface,180.71265871152,NA,NA
PRD,1961,05,052,356,Wilcox Grp,1,1961-04-18,NA,-130.661111,53.920278,322,55,Surface,89.10781597292399,NA,NA
PRD,1961,05,052,356,Wilcox Grp,2,1961-04-16,NA,-130.661111,53.920278,1484,46,Surface,727.1350877180322,NA,NA
PRD,1961,05,053,322,Wilson Inlt,1,1961-04-15,NA,-129.896198,53.576659,46,9,Surface,1.5775904019199998,NA,NA
PRD,1962,03,033,190,Hook Pt,1,1962-04-07,NA,-130.447311,54.536233,2376,14,Surface,474.02320477406397,NA,NA
PRD,1962,03,033,211,Stumaun Bay,1,1962-04-06,NA,-130.39,54.561944,2559,18,Surface,650.517304091517,NA,NA
PRD,1962,03,033,211,Stumaun Bay,2,1962-03-18,NA,-130.39,54.561944,160,23,Surface,40.67321948208,NA,NA
PRD,1962,03,033,211,Stumaun Bay,3,1962-04-06,NA,-130.39,54.561944,4753,5,Surface,1208.2488262395386,NA,NA
PRD,1962,03,033,214,Redcliff Pt,1,1962-04-01,NA,-130.450859,54.524638,457,14,Surface,42.24900420416,NA,NA
PRD,1962,03,033,215,Finlayson Is E,1,1962-04-07,NA,-130.456226,54.540973,3199,9,Surface,730.859783840613,NA,NA
PRD,1962,03,033,216,Village Is,1,1962-04-08,NA,-130.438399,54.562609,1097,9,Surface,261.216029360466,NA,NA
PRD,1962,03,033,217,Grassy Pt,1,1962-04-10,NA,-130.430918,54.595642,823,5,Surface,195.97155165329394,NA,NA
PRD,1962,03,033,220,Harbour Rfs,1,1962-04-12,NA,-130.446691,54.568034,731,23,Surface,275.21031982941895,NA,NA
PRD,1962,04,042,260,Big Bay,1,1962-03-28,NA,-130.390703,54.456573,2285,27,Surface,2499.9228018692997,NA,NA
PRD,1962,04,042,260,Big Bay,2,1962-03-24,NA,-130.390703,54.456573,2742,46,Surface,2999.9073622431592,NA,NA
PRD,1962,04,042,262,Burnt Cliff Is,1,1962-03-28,NA,-130.463333,54.495,1462,137,Surface,1321.9504251635337,NA,NA
PRD,1962,04,042,262,Burnt Cliff Is,2,1962-03-28,NA,-130.463333,54.495,548,91,Surface,495.50535772203597,NA,NA
PRD,1962,04,042,262,Burnt Cliff Is,3,1962-03-28,NA,-130.463333,54.495,640,18,Surface,578.6923885804799,NA,NA
PRD,1962,04,042,263,Tree Bluff,1,1962-03-24,NA,-130.488889,54.429167,4022,46,Surface,5487.435129188016,NA,NA
PRD,1962,04,042,265,Belletti Pt,1,1962-03-28,NA,-130.445833,54.492778,1280,37,Surface,1157.3847771609599,NA,NA
PRD,1962,04,042,266,Pearl Hrbr,1,1962-04-02,NA,-130.444444,54.506667,2559,18,Surface,881.0803992125609,NA,NA
PRD,1962,04,042,277,Metlakatla Village,1,1962-04-09,NA,-130.443871,54.336751,1097,69,Surface,455.363078209461,NA,NA
PRD,1962,04,043,287,Hunt Inlt,1,1962-04-23,NA,-130.442778,54.067778,731,18,Surface,131.72459752519197,NA,NA
PRD,1962,04,043,287,Hunt Inlt,2,1962-04-14,NA,-130.442778,54.067778,18,9,Surface,3.243560540976,NA,NA
PRD,1962,04,043,288,Porcher Is N,1,1962-04-20,NA,-130.427902,54.087469,731,9,Surface,115.259022834543,NA,NA
PRD,1962,04,043,288,Porcher Is N,2,1962-04-14,NA,-130.427902,54.087469,183,9,Surface,28.854173979099,NA,NA
PRD,1962,05,052,341,Kitkatla Inlt,1,1962-04-04,NA,-130.57093,53.88008,1828,91,Surface,1478.9288654915683,NA,NA
PRD,1962,05,052,341,Kitkatla Inlt,2,1962-04-02,NA,-130.57093,53.88008,274,46,Surface,58.01596158592,NA,NA
PRD,1962,05,052,341,Kitkatla Inlt,3,1962-04-07,NA,-130.57093,53.88008,1828,27,Surface,835.2683243892718,NA,NA
PRD,1962,05,052,341,Kitkatla Inlt,4,1962-04-08,NA,-130.57093,53.88008,3839,50,Surface,1754.1548672485858,NA,NA
PRD,1962,05,052,341,Kitkatla Inlt,5,1962-04-07,NA,-130.57093,53.88008,366,18,Surface,77.49577350528001,NA,NA
PRD,1962,05,052,344,Porcher Pen,1,1962-04-28,NA,-130.704722,53.891389,183,18,Surface,21.8297953536,NA,NA
PRD,1962,05,052,344,Porcher Pen,2,1962-04-02,NA,-130.704722,53.891389,2376,18,Surface,611.64284486976,NA,NA
PRD,1962,05,052,344,Porcher Pen,3,1962-04-26,NA,-130.704722,53.891389,1645,27,Surface,196.229581184,NA,NA
PRD,1962,05,052,355,Dries Inlt,1,1962-04-03,NA,-130.634166,53.954722,548,46,Surface,423.2074229654399,NA,NA
PRD,1962,05,052,355,Dries Inlt,2,1962-04-08,NA,-130.634166,53.954722,548,91,Surface,749.3324667513601,NA,NA
PRD,1962,05,052,356,Wilcox Grp,1,1962-04-04,NA,-130.661111,53.920278,686,9,Surface,87.96930373504,NA,NA
PRD,1963,04,042,260,Big Bay,1,1963-04-07,NA,-130.390703,54.456573,183,9,Surface,200.21263577334,NA,NA
PRD,1963,04,042,260,Big Bay,2,1963-04-07,NA,-130.390703,54.456573,366,14,Surface,400.42527154668,NA,NA
PRD,1963,04,042,260,Big Bay,3,1963-04-07,NA,-130.390703,54.456573,548,23,Surface,599.5438492010398,NA,NA
PRD,1963,04,042,262,Burnt Cliff Is,1,1963-04-07,NA,-130.463333,54.495,1005,366,Surface,908.7278914427849,NA,NA
PRD,1963,04,042,262,Burnt Cliff Is,2,1963-04-07,NA,-130.463333,54.495,731,366,Surface,660.9752125817669,NA,NA
PRD,1963,04,042,262,Burnt Cliff Is,3,1963-04-01,NA,-130.463333,54.495,183,18,Surface,165.469854859731,NA,NA
PRD,1963,04,042,262,Burnt Cliff Is,4,1963-04-07,NA,-130.463333,54.495,914,366,Surface,826.4450674414979,NA,NA
PRD,1963,04,042,262,Burnt Cliff Is,5,1963-04-07,NA,-130.463333,54.495,1097,23,Surface,991.9149223012289,NA,NA
PRD,1963,04,042,264,Chatham Snd Inshore,1,1963-04-05,NA,-130.482834,54.385396,3199,183,Surface,4364.571103498872,NA,NA
PRD,1963,04,042,264,Chatham Snd Inshore,2,1963-04-07,NA,-130.482834,54.385396,274,18,Surface,373.833223619472,NA,NA
PRD,1963,04,042,276,Duncan Bay,1,1963-04-07,NA,-130.465994,54.354296,274,27,Surface,279.49323558342593,NA,NA
PRD,1963,04,042,279,Tugwell Is,1,1963-04-01,NA,-130.506389,54.329444,1371,274,Surface,1398.4862262221789,NA,NA
PRD,1963,04,042,279,Tugwell Is,2,1963-04-01,NA,-130.506389,54.329444,1097,137,Surface,1118.992990638753,NA,NA
PRD,1963,05,052,341,Kitkatla Inlt,1,1963-04-01,NA,-130.57093,53.88008,183,69,Surface,148.05469495894803,NA,NA
PRD,1963,05,052,341,Kitkatla Inlt,2,1963-03-30,NA,-130.57093,53.88008,640,46,Surface,292.43529956736,NA,NA
PRD,1963,05,052,341,Kitkatla Inlt,3,1963-04-01,NA,-130.57093,53.88008,366,46,Surface,77.49577350528001,NA,NA
PRD,1963,05,052,343,Porcher Is S,1,1963-03-31,NA,-130.427902,53.840252,2559,18,Surface,1169.284268113866,NA,NA
PRD,1963,05,052,344,Porcher Pen,1,1963-04-12,NA,-130.704722,53.891389,1097,91,Surface,130.8594836224,NA,NA
PRD,1963,05,052,346,Camp Cr,1,1963-04-02,NA,-130.605083,53.941217,731,23,Surface,261.5996787456,NA,NA
PRD,1963,05,052,346,Camp Cr,2,1963-04-02,NA,-130.605083,53.941217,1554,91,Surface,1200.11740016112,NA,NA
PRD,1963,05,052,355,Dries Inlt,1,1963-04-02,NA,-130.634166,53.954722,1828,183,Surface,1411.7211116438398,NA,NA
PRD,1964,03,033,211,Stumaun Bay,1,1964-04-24,NA,-130.39,54.561944,46,5,Surface,5.41868007616,NA,NA
PRD,1964,03,033,213,Cunningham Pass,1,1964-04-20,NA,-130.454444,54.549444,46,5,Surface,4.25263499648,NA,NA
PRD,1964,03,033,213,Cunningham Pass,2,1964-04-19,NA,-130.454444,54.549444,9,2,Surface,0.83203728192,NA,NA
PRD,1964,03,033,213,Cunningham Pass,3,1964-04-20,NA,-130.454444,54.549444,23,2,Surface,2.12631749824,NA,NA
PRD,1964,04,042,260,Big Bay,1,1964-03-31,NA,-130.390703,54.456573,914,37,Surface,999.9691207477199,NA,NA
PRD,1964,04,042,260,Big Bay,2,1964-03-31,NA,-130.390703,54.456573,2285,46,Surface,4426.371604464201,NA,NA
PRD,1964,04,042,260,Big Bay,3,1964-03-31,NA,-130.390703,54.456573,274,46,Surface,299.7719246005199,NA,NA
PRD,1964,04,042,260,Big Bay,4,1964-03-31,NA,-130.390703,54.456573,2742,91,Surface,2999.9073622431592,NA,NA
PRD,1964,04,042,262,Burnt Cliff Is,1,1964-03-30,NA,-130.463333,54.495,1645,137,Surface,1487.4202800232647,NA,NA
PRD,1964,04,042,263,Tree Bluff,1,1964-03-30,NA,-130.488889,54.429167,731,91,Surface,997.3433812621678,NA,NA
PRD,1964,04,042,263,Tree Bluff,2,1964-04-05,NA,-130.488889,54.429167,640,18,Surface,873.1870916659198,NA,NA
PRD,1964,04,042,263,Tree Bluff,3,1964-04-05,NA,-130.488889,54.429167,1828,37,Surface,4415.956612453697,NA,NA
PRD,1964,04,042,263,Tree Bluff,4,1964-03-30,NA,-130.488889,54.429167,914,69,Surface,2207.9783062268484,NA,NA
PRD,1964,04,042,263,Tree Bluff,5,1964-03-30,NA,-130.488889,54.429167,1554,183,Surface,2120.207406951312,NA,NA
PRD,1964,04,042,266,Pearl Hrbr,1,1964-04-06,NA,-130.444444,54.506667,640,27,Surface,220.35617643455998,NA,NA
PRD,1964,04,042,266,Pearl Hrbr,2,1964-03-30,NA,-130.444444,54.506667,1737,18,Surface,1058.9277899782621,NA,NA
PRD,1964,04,042,274,Prince Rupert Hrbr,1,1964-04-25,NA,-130.315164,54.322563,1645,9,Surface,778.116658944555,NA,NA
PRD,1964,04,042,276,Duncan Bay,1,1964-04-04,NA,-130.465994,54.354296,914,27,Surface,932.3241508147858,NA,NA
PRD,1964,05,052,341,Kitkatla Inlt,1,1964-04-07,NA,-130.57093,53.88008,914,37,Surface,193.52769667712002,NA,NA
PRD,1964,05,052,344,Porcher Pen,1,1964-04-07,NA,-130.704722,53.891389,1097,69,Surface,130.8594836224,NA,NA
PRD,1964,05,052,344,Porcher Pen,2,1964-04-07,NA,-130.704722,53.891389,731,9,Surface,38.60654633528,NA,NA
PRD,1964,05,052,344,Porcher Pen,3,1964-04-07,NA,-130.704722,53.891389,1462,69,Surface,376.35599292911996,NA,NA
PRD,1964,05,052,345,Serpentine Inlt,1,1964-04-07,NA,-130.682811,53.942945,1097,46,Surface,847.1871222501599,NA,NA
PRD,1964,05,052,354,Gurd Is,1,1964-04-07,NA,-130.622778,53.8975,1097,14,Surface,157.03138034687998,NA,NA
PRD,1964,05,052,354,Gurd Is,2,1964-04-07,NA,-130.622778,53.8975,1005,14,Surface,143.8619300352,NA,NA
PRD,1964,05,052,356,Wilcox Grp,1,1964-04-07,NA,-130.661111,53.920278,1828,55,Surface,505.8667316723759,NA,NA
PRD,1964,05,052,356,Wilcox Grp,2,1964-04-07,NA,-130.661111,53.920278,366,55,Surface,179.33385586576804,NA,NA
PRD,1964,05,052,356,Wilcox Grp,3,1964-04-07,NA,-130.661111,53.920278,183,18,Surface,23.46703000512,NA,NA
PRD,1964,05,052,356,Wilcox Grp,4,1964-04-07,NA,-130.661111,53.920278,548,46,Surface,151.64932656261595,NA,NA
PRD,1964,05,053,322,Wilson Inlt,1,1964-04-17,NA,-129.896198,53.576659,183,18,Surface,23.980690028562005,NA,NA
PRD,1964,05,053,322,Wilson Inlt,2,1964-04-17,NA,-129.896198,53.576659,183,18,Surface,6.27606616416,NA,NA
PRD,1964,05,053,322,Wilson Inlt,3,1964-04-17,NA,-129.896198,53.576659,914,18,Surface,67.64496993293399,NA,NA
PRD,1964,05,053,330,Tangent Is,1,1964-04-24,NA,-129.932222,53.568056,1097,14,Surface,143.75309814935804,NA,NA
PRD,1964,05,053,330,Tangent Is,2,1964-04-17,NA,-129.932222,53.568056,731,14,Surface,25.069969213120004,NA,NA
PRD,1964,05,053,330,Tangent Is,3,1964-04-24,NA,-129.932222,53.568056,1005,14,Surface,74.37986300065498,NA,NA
PRD,1965,04,042,262,Burnt Cliff Is,1,1965-04-07,NA,-130.463333,54.495,877,27,Surface,792.989413726689,NA,NA
PRD,1965,04,042,262,Burnt Cliff Is,2,1965-04-07,NA,-130.463333,54.495,283,14,Surface,52.498433382703,NA,NA
PRD,1965,04,042,262,Burnt Cliff Is,3,1965-04-07,NA,-130.463333,54.495,91,3,Surface,16.881121688430998,NA,NA
PRD,1965,04,042,262,Burnt Cliff Is,4,1965-04-07,NA,-130.463333,54.495,434,23,Surface,181.84637039296,NA,NA
PRD,1965,04,042,262,Burnt Cliff Is,5,1965-04-07,NA,-130.463333,54.495,91,5,Surface,38.12907766304,NA,NA
PRD,1965,04,042,262,Burnt Cliff Is,6,1965-04-07,NA,-130.463333,54.495,110,3,Surface,46.090093878400005,NA,NA
PRD,1965,04,042,274,Prince Rupert Hrbr,1,1965-04-07,NA,-130.315164,54.322563,229,2,Surface,50.195109357119996,NA,NA
PRD,1965,04,042,274,Prince Rupert Hrbr,2,1965-04-07,NA,-130.315164,54.322563,274,2,Surface,129.60727328316597,NA,NA
PRD,1965,04,042,276,Duncan Bay,1,1965-04-02,NA,-130.465994,54.354296,64,3,Surface,30.251563397119998,NA,NA
PRD,1965,04,042,276,Duncan Bay,2,1965-04-02,NA,-130.465994,54.354296,165,3,Surface,168.307970333085,NA,NA
PRD,1965,04,042,277,Metlakatla Village,1,1965-04-03,NA,-130.443871,54.336751,457,457,Surface,189.70002437714095,NA,NA
PRD,1965,04,042,277,Metlakatla Village,2,1965-04-03,NA,-130.443871,54.336751,457,274,Surface,87.90518616671999,NA,NA
PRD,1965,05,052,341,Kitkatla Inlt,1,1965-04-17,NA,-130.57093,53.88008,1097,46,Surface,501.25238066467796,NA,NA
PRD,1965,05,052,346,Camp Cr,1,1965-04-10,NA,-130.605083,53.941217,2376,27,Surface,1342.57822465536,NA,NA
PRD,1965,05,052,347,Billy Is,1,1965-04-17,NA,-130.441545,53.829754,366,27,Surface,129.54935255921998,NA,NA
PRD,1965,05,052,354,Gurd Is,1,1965-04-17,NA,-130.622778,53.8975,914,27,Surface,206.58526891161597,NA,NA
PRD,1965,05,052,354,Gurd Is,2,1965-04-20,NA,-130.622778,53.8975,1645,27,Surface,371.80827938688,NA,NA
PRD,1965,05,052,355,Dries Inlt,1,1965-04-10,NA,-130.634166,53.954722,1828,137,Surface,1032.9263445580798,NA,NA
PRD,1965,05,052,356,Wilcox Grp,1,1965-04-20,NA,-130.661111,53.920278,1005,9,Surface,278.11600948071,NA,NA
PRD,1965,05,052,356,Wilcox Grp,2,1965-04-17,NA,-130.661111,53.920278,320,9,Surface,41.035243724800004,NA,NA
PRD,1965,05,052,358,Kitkatla Cr,1,1965-04-10,NA,-130.588056,53.931111,1097,27,Surface,366.75571753553595,NA,NA
PRD,1966,03,033,218,Port Simpson,1,1966-04-09,NA,-130.431215,54.578037,183,27,Surface,8.939976923262,NA,NA
